City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kulhudhuffushi,6.6221,73.07,27.96,80,91,8.9,MV,1688415058
365,basse-terre,16.1667,-61.6667,28.58,79,75,4.63,GP,1688415058
366,kimberley,-28.7323,24.7623,8.83,49,0,2.57,ZA,1688415058
367,skowhegan,44.7651,-69.7192,25.08,89,100,1.23,US,1688415059
368,atbasar,51.8,68.3333,16.74,79,41,2.56,KZ,1688415059
369,arraial do cabo,-22.9661,-42.0278,20.92,64,20,2.06,BR,1688415059
370,aral,40.5156,81.2636,27.53,24,20,2.69,CN,1688415059
371,kayangel,8.0823,134.7173,27.8,77,96,0.97,PW,1688415060
372,st. thomas,42.7736,-81.1804,26.25,77,100,1.89,CA,1688415060
373,rio grande,-32.035,-52.0986,20.06,88,47,4.62,BR,1688414890
374,sault ste. marie,46.5168,-84.3333,29.16,54,0,3.09,CA,1688414924
375,sassandra,4.95,-6.0833,24.39,88,29,2.43,CI,1688415061
376,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,94,75,3.0,RU,1688414997
377,manakara,-22.1333,48.0167,20.08,73,100,0.56,MG,1688415061
378,nuku'alofa,-21.1333,-175.2,18.19,88,75,2.06,TO,1688415062
379,rembangan,-6.7036,111.3416,23.85,84,100,3.21,ID,1688415062
380,tambura,5.6,27.4667,22.71,78,63,0.95,SS,1688415062
381,demre,36.2537,29.9777,24.0,77,0,0.86,TR,1688415063
382,palangkaraya,-2.2,113.8333,23.15,98,100,1.11,ID,1688415064
383,brisas de zicatela,15.8369,-97.0419,31.29,55,40,3.09,MX,1688415064
384,linghai,41.1653,121.3667,20.85,96,100,2.29,CN,1688415065
385,miahuatlan de porfirio diaz,16.3333,-96.6,25.87,52,46,0.72,MX,1688414787
386,peniche,39.3558,-9.3811,20.16,89,3,7.74,PT,1688415066
387,mahenge,-8.6833,36.7167,17.92,53,94,1.37,TZ,1688415067
388,borgarnes,64.5383,-21.9206,14.03,58,88,6.6,IS,1688415068
389,altai,46.3722,96.2583,8.27,51,81,3.75,MN,1688415068
390,chibougamau,49.9168,-74.3659,25.67,46,77,2.94,CA,1688415068
391,port alfred,-33.5906,26.891,13.43,94,58,0.45,ZA,1688415069
392,polyarnyy,69.1989,33.4478,9.65,97,100,1.33,RU,1688415069
393,amga,60.8953,131.9608,17.88,94,84,0.75,RU,1688415070
394,coyhaique,-45.5752,-72.0662,3.97,81,100,5.14,CL,1688415070
395,fuxin,42.0156,121.6589,21.82,89,100,2.13,CN,1688415033
396,querqueville,49.6625,-1.6912,16.82,77,100,8.23,FR,1688415071
397,hasaki,35.7333,140.8333,24.56,94,99,6.72,JP,1688415072
398,caraballeda,10.6112,-66.8522,34.65,63,43,5.0,VE,1688415072
399,larache,35.1932,-6.1557,22.54,92,15,2.54,MA,1688415072
400,el limon,10.3059,-67.6321,31.62,56,77,1.97,VE,1688415073
401,samraong,12.4526,105.5873,23.69,98,100,1.26,KH,1688415073
402,hulan,45.9833,126.6,17.96,86,51,3.35,CN,1688415073
403,smara,26.7384,-11.6719,30.18,33,6,7.61,EH,1688415074
404,mirzapur,25.15,82.5833,28.98,58,100,2.45,IN,1688415074
405,prado,-17.3411,-39.2208,22.19,63,30,6.58,BR,1688414795
406,guichon,-32.35,-57.2,22.69,61,40,2.31,UY,1688415075
407,yankton,42.8711,-97.3973,34.14,40,20,4.12,US,1688415076
408,idaho falls,43.4666,-112.0341,32.05,29,0,5.14,US,1688414829
409,bulawayo,-20.15,28.5833,14.49,50,59,4.54,ZW,1688415076
410,luau,-10.7073,22.2247,16.39,36,0,2.2,AO,1688415077
411,piti village,13.4626,144.6933,28.49,84,0,2.57,GU,1688415077
412,kon tum,14.35,108.0,21.3,98,100,0.34,VN,1688415078
413,flying fish cove,-10.4217,105.6791,23.82,78,40,3.6,CX,1688415078
414,port augusta,-32.5,137.7667,7.24,85,10,1.55,AU,1688415078
415,dejen,10.1667,38.1333,13.35,80,88,1.1,ET,1688415079
416,gaspe,48.8334,-64.4819,23.12,73,40,5.14,CA,1688415079
417,ramgarh,23.6333,85.5167,28.77,72,71,2.22,IN,1688415079
418,howard springs,-12.497,131.047,20.95,59,100,3.34,AU,1688415079
419,tianchang,37.9981,114.0156,22.22,93,100,1.31,CN,1688415080
420,karratha,-20.7377,116.8463,16.15,59,19,3.95,AU,1688415080
421,lamar,33.6668,-95.5836,38.32,50,20,2.57,US,1688415081
422,kourou,5.1552,-52.6478,29.03,84,94,4.49,GF,1688415070
423,ambon,-3.6954,128.1814,26.6,95,40,0.51,ID,1688415081
424,darwin,-12.4611,130.8418,20.99,64,100,3.6,AU,1688414825
425,cockburn town,21.4612,-71.1419,28.47,77,74,6.55,TC,1688415082
426,aitape,-3.1374,142.3475,26.1,86,100,3.37,PG,1688415082
427,mejit,10.2753,170.8646,28.25,76,90,8.11,MH,1688415082
428,chonchi,-42.6128,-73.8092,10.56,70,45,3.09,CL,1688415083
429,berriane,32.8265,3.7669,32.21,27,96,2.26,DZ,1688415083
430,boyolangu,-8.1181,111.8935,23.06,94,100,1.81,ID,1688415083
431,pocito,-31.6833,-68.5833,19.59,46,75,3.31,AR,1688415050
432,lethem,3.3803,-59.7968,25.34,89,100,1.98,GY,1688415084
433,kupang,-10.1667,123.5833,24.09,91,90,5.15,ID,1688415078
434,remire-montjoly,4.9167,-52.2667,29.02,79,75,4.63,GF,1688415085
435,nueva gerona,21.8833,-82.8,32.51,49,70,3.73,CU,1688415085
436,mimoso do sul,-21.0642,-41.3664,19.27,59,99,2.27,BR,1688415085
437,copiapo,-27.3667,-70.3333,13.83,30,14,1.85,CL,1688415086
438,nuevo ideal,24.8875,-105.0728,18.94,72,100,1.39,MX,1688415086
439,leninskoye,41.7589,69.3864,22.83,33,0,3.74,KZ,1688415086
440,morioka,39.7036,141.1525,17.99,96,43,1.11,JP,1688415087
441,rio preto da eva,-2.6994,-59.6997,26.59,84,100,1.4,BR,1688415088
442,ofunato,39.0717,141.7167,18.48,91,9,1.4,JP,1688414865
443,timmins,48.4669,-81.3331,28.0,41,66,1.63,CA,1688415013
444,lagoa,39.05,-27.9833,19.49,66,72,2.81,PT,1688415089
445,kodiak,57.79,-152.4072,9.73,93,100,6.69,US,1688415090
446,sena madureira,-9.0656,-68.6569,34.04,32,21,0.4,BR,1688415091
447,lerwick,60.1545,-1.1494,12.0,74,100,5.7,GB,1688415091
448,yekaterinoslavka,50.3734,129.1139,17.3,83,0,1.08,RU,1688415092
449,yuanping,38.7153,112.7575,18.18,84,55,1.83,CN,1688415092
450,oral,51.2333,51.3667,21.99,68,0,3.0,KZ,1688415092
451,walvis bay,-22.9575,14.5053,21.17,33,0,2.89,NA,1688415093
452,yakeshi,49.2833,120.7333,14.99,91,100,3.18,CN,1688415093
453,badagara,11.6,75.5833,25.01,93,100,5.3,IN,1688415093
454,kushima,31.4583,131.2333,23.98,95,100,2.79,JP,1688415094
455,dingli,35.8614,14.3822,23.23,73,0,4.63,MT,1688415094
456,maceio,-9.6658,-35.7353,25.69,83,75,2.57,BR,1688414819
457,ribadesella,43.4614,-5.0596,21.64,82,37,0.86,ES,1688415095
458,hoeyang,38.7103,127.5983,19.11,96,100,1.43,KP,1688415095
459,cinarli,41.4723,46.9156,20.09,64,0,2.61,AZ,1688415095
460,livny,52.4253,37.6069,17.15,70,96,2.27,RU,1688415096
461,antsiranana,-12.2787,49.2917,22.48,67,5,7.47,MG,1688415096
462,gorgan,36.8387,54.4348,25.86,69,74,1.62,IR,1688415096
463,sukumo,32.9333,132.7333,21.17,94,50,1.72,JP,1688415097
464,aasiaat,68.7098,-52.8699,3.74,96,100,0.97,GL,1688415097
465,siwa oasis,29.2041,25.5195,34.83,22,0,4.36,EG,1688415097
466,sorong,-0.8833,131.25,25.96,84,100,2.58,ID,1688415098
467,jiuquan,39.7432,98.5174,17.47,21,0,1.09,CN,1688415098
468,parabel',58.6978,81.4825,13.49,73,33,2.4,RU,1688415098
469,belfast,54.5833,-5.9333,14.9,60,20,7.2,GB,1688415024
470,la palma,33.8464,-118.0467,37.03,68,20,3.09,US,1688415099
471,xiaoweizhai,26.1903,107.5125,23.35,97,100,1.91,CN,1688415099
472,dunedin,-45.8742,170.5036,10.45,63,100,6.71,NZ,1688415099
473,kalemie,-5.9475,29.1947,21.6,64,0,2.31,CD,1688415100
474,severo-yeniseyskiy,60.3725,93.0408,9.41,94,26,0.45,RU,1688415100
475,kargat,55.1956,80.2811,16.5,82,15,3.13,RU,1688415100
476,korla,41.7597,86.1469,27.26,18,0,3.8,CN,1688415100
477,dzilam gonzalez,21.2833,-88.9333,32.34,55,90,3.63,MX,1688415101
478,tralee,52.2704,-9.7026,14.14,77,40,4.12,IE,1688415101
479,westport,41.1415,-73.3579,32.57,63,0,4.12,US,1688414918
480,daga,27.0753,89.8769,18.6,96,100,1.06,BT,1688415101
481,takeo,10.9167,104.8333,26.53,78,100,1.6,KH,1688415102
482,revda,56.801,59.9303,14.89,89,4,1.23,RU,1688414993
483,qianzhou,28.3167,109.7167,25.78,92,100,1.1,CN,1688415102
484,yelizovo,53.1873,158.3805,14.08,93,75,3.0,RU,1688415102
485,chokwe,-24.5333,32.9833,17.1,84,0,2.55,MZ,1688415103
486,naha,26.2125,127.6811,28.95,84,75,7.2,JP,1688414823
487,ubari,26.5921,12.7805,35.87,12,77,2.08,LY,1688415103
488,robertsport,6.7533,-11.3686,25.93,83,98,3.5,LR,1688415103
489,borba,-4.3878,-59.5939,33.22,43,61,1.92,BR,1688415104
490,al lagowa,11.4,29.1333,28.39,53,19,1.44,SD,1688415104
491,corvallis,44.5646,-123.262,30.42,24,0,5.66,US,1688415104
492,shingu,33.7333,135.9833,21.94,91,16,1.63,JP,1688415104
493,fauske,67.2588,15.3918,16.02,55,48,2.17,NO,1688415105
494,boshkengash,38.4661,68.8053,27.19,34,20,5.0,TJ,1688415105
495,sao joao da barra,-21.6403,-41.0511,21.05,60,36,6.6,BR,1688415098
496,san pedro pochutla,15.7333,-96.4667,30.95,71,77,2.62,MX,1688415105
497,la ronge,55.1001,-105.2842,15.14,77,100,7.2,CA,1688415106
498,ouesso,1.6136,16.0517,24.46,71,19,0.44,CG,1688415106
499,nova vicosa,-17.8919,-39.3719,22.68,59,84,8.76,BR,1688414955
500,babu,24.4167,111.5167,24.72,97,95,1.76,CN,1688415107
501,kilju,40.9642,129.3278,18.76,97,76,0.83,KP,1688415107
502,santiago de cao,-7.9589,-79.2392,23.1,74,40,5.82,PE,1688415107
503,haparanda,65.8355,24.1368,16.03,85,100,5.02,SE,1688415107
504,san jose del cabo,23.0589,-109.6977,32.55,81,39,3.13,MX,1688415107
505,tibu,8.639,-72.7358,36.44,40,60,1.87,CO,1688415108
506,cidreira,-30.1811,-50.2056,17.81,83,2,8.83,BR,1688415108
507,fale old settlement,-9.3852,-171.2468,28.46,74,28,8.09,TK,1688415108
508,la'ie,21.6477,-157.9253,29.14,74,38,2.24,US,1688415108
509,conception bay south,47.4999,-52.9981,24.53,71,100,5.8,CA,1688415109
510,mahdia,35.5047,11.0622,26.97,67,46,2.21,TN,1688415109
511,srandakan,-7.9386,110.2506,24.29,82,99,1.29,ID,1688415110
512,itaituba,-4.2761,-55.9836,31.62,55,94,0.36,BR,1688415110
513,quellon,-43.1167,-73.6167,10.14,66,0,5.14,CL,1688415110
514,katabu,-4.9333,122.5167,23.51,95,99,1.32,ID,1688415111
515,g'uzor,38.6214,66.2522,23.02,23,0,2.28,UZ,1688415112
516,nacala,-14.5428,40.6728,20.26,81,1,1.43,MZ,1688415112
517,yatou,37.15,122.3833,23.03,98,100,2.62,CN,1688415112
518,tofol,5.3248,163.0078,25.47,88,100,2.42,FM,1688415113
519,codrington,-38.2667,141.9667,7.99,96,100,2.18,AU,1688415113
520,kalmunai,7.4167,81.8167,26.77,80,100,3.14,LK,1688415113
521,makarska,43.2969,17.0178,24.67,78,0,1.82,HR,1688415113
522,box elder,41.5005,-112.8764,25.71,38,74,3.93,US,1688415114
523,nogliki,51.8333,143.1667,9.89,91,59,1.69,RU,1688415114
524,dzhambeyty,50.2536,52.595,24.09,51,100,1.93,KZ,1688415114
525,illizi,26.4833,8.4667,37.89,8,3,4.67,DZ,1688415114
526,ghat,24.9647,10.1728,36.34,11,63,4.75,LY,1688415115
527,ramapuram,13.1167,79.2,26.54,73,100,6.71,IN,1688415115
528,akureyri,65.6835,-18.0878,5.96,87,75,8.75,IS,1688415115
529,tutoia,-2.7619,-42.2744,27.49,79,2,4.33,BR,1688415116
530,ar rass,25.8694,43.4973,34.6,11,0,4.31,SA,1688415116
531,korsakov,46.6328,142.7813,13.8,95,100,0.76,RU,1688415116
532,jaisalmer,26.9147,70.9181,32.91,50,99,10.56,IN,1688414839
533,dalandzadgad,43.5708,104.425,16.91,40,32,5.65,MN,1688415117
534,kolonia,50.9333,6.95,19.93,56,0,3.6,DE,1688414922
535,kroya,-7.6331,109.2461,24.27,80,99,1.39,ID,1688415117
536,gerash,27.6652,54.1371,32.55,34,26,1.87,IR,1688415117
537,mount pearl,47.5166,-52.7813,24.19,70,75,5.66,CA,1688415117
538,baotou,40.6522,109.8222,17.21,56,0,1.38,CN,1688415118
539,qorveh,35.1664,47.8045,21.93,41,0,2.17,IR,1688415118
540,ola,59.5833,151.2833,12.25,87,12,1.15,RU,1688415119
541,north bend,43.4065,-124.2243,26.8,77,0,11.32,US,1688415119
542,weiser,44.251,-116.9693,33.11,22,0,2.68,US,1688415119
543,arica,-18.475,-70.3042,23.75,60,0,5.66,CL,1688415119
544,arteche,12.2645,125.4048,26.24,88,100,2.61,PH,1688415120
545,keningau,5.3378,116.1602,21.93,99,100,0.54,MY,1688415120
546,fristad,65.2,16.7167,13.95,60,100,1.8,SE,1688415120
547,malango,-2.9627,119.9001,20.28,98,100,0.5,ID,1688415120
548,bangkalan,-7.0455,112.7351,25.97,84,38,1.09,ID,1688415121
549,general roca,-39.0333,-67.5833,17.8,28,0,7.49,AR,1688415121
550,manicore,-5.8092,-61.3003,33.54,36,68,0.66,BR,1688415121
551,richards bay,-28.783,32.0377,19.74,70,0,5.29,ZA,1688415122
552,margate,51.3813,1.3862,16.6,80,92,2.24,GB,1688415032
553,yanchep,-31.55,115.6833,13.4,62,100,10.57,AU,1688415122
554,kafin hausa,12.2375,9.908,35.03,28,98,1.98,NG,1688415123
555,kuraymah,18.55,31.85,33.85,12,100,4.54,SD,1688415123
556,punata,-17.55,-65.8333,27.88,13,0,1.64,BO,1688415124
557,jean-rabel,19.8533,-73.1917,30.69,67,92,4.13,HT,1688415124
558,menaka,15.9182,2.4022,32.43,37,100,8.31,ML,1688415125
559,center,31.5107,-96.4247,36.0,48,0,4.12,US,1688415125
560,sai buri,6.7013,101.6168,25.96,86,99,2.15,TH,1688415126
561,ilebo,-4.3167,20.5833,22.91,44,0,0.45,CD,1688415126
562,renigunta,13.65,79.5167,28.16,73,100,1.7,IN,1688415127
563,nabire,-3.3667,135.4833,24.19,95,100,1.91,ID,1688415128
564,lubango,-14.9172,13.4925,14.92,29,0,1.78,AO,1688415128
565,tazacorte,28.629,-17.9293,23.97,84,100,4.63,ES,1688415129
566,tavsanli,39.5424,29.4987,19.76,78,0,1.09,TR,1688415129
567,valparaiso,-33.0393,-71.6273,20.13,60,0,3.6,CL,1688415130
568,sterling,39.0062,-77.4286,33.43,61,75,3.6,US,1688414965
569,bushehr,28.9684,50.8385,29.05,74,0,2.06,IR,1688415130
570,yanam,16.7333,82.2167,26.18,91,100,2.37,IN,1688415131
571,wagini,12.6878,7.1958,29.96,49,98,3.52,NG,1688415131
572,melilla,35.2937,-2.9383,25.21,94,0,1.54,ES,1688415091
573,tanjung sepat,2.6579,101.5629,26.99,89,40,0.0,MY,1688415132
574,pathein,16.7833,94.7333,25.71,90,100,3.63,MM,1688415133
575,oxelosund,58.6706,17.1015,14.21,67,0,8.75,SE,1688415134
576,forbes,-33.3833,148.0167,11.07,96,100,3.49,AU,1688415134
577,alexandria,31.2156,29.9553,26.99,63,0,3.75,EG,1688414852
578,manacapuru,-3.2997,-60.6206,29.76,67,96,1.53,BR,1688414896
579,kili,5.6439,169.1211,27.91,81,96,5.97,MH,1688415135
580,sumbe,-11.2061,13.8437,20.69,88,62,3.03,AO,1688415136
